"Rank","NCT Number","Title","Acronym","Status","Study Results","Conditions","Interventions","Outcome Measures","Sponsor/Collaborators","Gender","Age","Phases","Enrollment","Funded Bys","Study Type","Study Designs","Other IDs","Start Date","Primary Completion Date","Completion Date","First Posted","Results First Posted","Last Update Posted","Locations","Study Documents","URL"
378,"NCT02142868","Expanded Access Study Of Palbociclib (PD-0332991) In Combination With Letrozole As Treatment Of Post-Menopausal Women With HR-Positive, Her2-Negative Advanced Breast Cancer For Whom Letrozole Therapy Is Deemed Appropriate",,"No longer available","No Results Available","Advanced Breast Cancer (Female)","Drug: Palbociclib|Drug: Letrozole",,"Pfizer","Female","18 Years and older   (Adult, Older Adult)",,,"Industry","Expanded Access:Individual Patients",,"A5481034",,,,"May 20, 2014",,"December 21, 2018","CBCC Global Research, Inc. at Comprehensive Blood & Cancer Center Research Center, Bakersfield, California, United States|MedStar Georgetown University Hospital, Washington, District of Columbia, United States|Washington Cancer Institute at MedStar Washington Hospital Center, Washington, District of Columbia, United States|Gwinnett Hospital System Inc. -d/b/a - The Center for Cancer Care, Duluth, Georgia, United States|Gwinnett Hospital System Inc. -d/b/a - The Center for Cancer Care, Lawrenceville, Georgia, United States|Presence Saint Joseph Hospital, Chicago, Illinois, United States|North Shore Oncology-Hematology Associates, Ltd., Crystal Lake, Illinois, United States|North Shore Oncology-Hematology Associates, Ltd., Libertyville, Illinois, United States|Presence Medical Group Hematology Oncology, Northbrook, Illinois, United States|Illinois CancerCare, P.C., Peoria, Illinois, United States|Presence Infusion Care - Skokie, Skokie, Illinois, United States|Metairie Oncologist, LLC, Metairie, Louisiana, United States|SKCCC at Johns Hopkins, The Harry and Jeannette Weinberg Building, Baltimore, Maryland, United States|SKCCC at Johns Hopkins, Green Spring Station, Lutherville, Maryland, United States|The West Clinic, P.C., Corinth, Mississippi, United States|Jackson Oncology Associates, PLLC, Jackson, Mississippi, United States|Mississippi Baptist Health Systems, Jackson, Mississippi, United States|Jackson Oncology Associates, PLLC, Jackson, Mississippi, United States|The West Clinic, P.C. d/b/a West Cancer Center, Southaven, Mississippi, United States|ProHealthCARE Associates, LLP, Lake Success, New York, United States|Northwest Cancer Specialists dba Compass Oncology, Portland, Oregon, United States|Northwest Cancer Specialists dba Compass Oncology, Portland, Oregon, United States|UPMC Cancer Center Beaver, Beaver, Pennsylvania, United States|UPMC Cancer Center Arnold Palmer at Mountainview, Greensburg, Pennsylvania, United States|UPMC Cancer Center Greenville, Greenville, Pennsylvania, United States|UPMC Cancer Center Monroeville, Monroeville, Pennsylvania, United States|Magee-Womens Hospital of UPMC, Pittsburgh, Pennsylvania, United States|UPMC Cancer Center St. Margarets, Pittsburgh, Pennsylvania, United States|University of Pittsburgh Cancer Institute, Investigational Drug Service, William M. Cooper Pavilion, Pittsburgh, Pennsylvania, United States|University of Pittsburgh Medical Center, William M. Cooper Pavilion, Hillman Cancer Center, Pittsburgh, Pennsylvania, United States|UPMC Cancer Center Passavant (HOA), Pittsburgh, Pennsylvania, United States|UPMC Cancer Center Passavant (OHA), Pittsburgh, Pennsylvania, United States|UPMC Cancer Center Northwest, Seneca, Pennsylvania, United States|Mount Nittany Medical Center, State College, Pennsylvania, United States|The West Clinic, P.C. d/b/a West Cancer Center, Germantown, Tennessee, United States|The West Clinic, P.C. d/b/a West Cancer Center, Memphis, Tennessee, United States|The West Clinic, P.C. d/b/a West Cancer Center, Memphis, Tennessee, United States|Texas Oncology -Baylor Charles A. Sammons Cancer Center, Dallas, Texas, United States|Texas Oncology - Memorial City, Houston, Texas, United States|Medical Oncology & Hematology Associates of Northern Virginia, Ltd., Fairfax, Virginia, United States|Medical Oncology & Hematology Associates of Northern Virginia, Ltd., Reston, Virginia, United States|Swedish Cancer Institute, Seattle, Washington, United States|Northwest Cancer Specialists dba Compass Oncology, Vancouver, Washington, United States|Northwest Cancer Specialists dba Compass Oncology, Vancouver, Washington, United States|Tom Baker Cancer Centre, Calgary, Alberta, Canada|Holy Cross Centre, Calgary, Alberta, Canada|Cross Cancer Institute, Edmonton, Alberta, Canada|Queen Elizabeth II (QEII) Health Sciences Centre, Nova Scotia Cancer Centre, Halifax, Nova Scotia, Canada|London Regional Cancer Program, London, Ontario, Canada|The Ottawa Hospital Cancer Centre, Ottawa, Ontario, Canada|Sunnybrook health Sciences Centre, Toronto, Ontario, Canada|Sunnybrook Odette Cancer Centre, Toronto, Ontario, Canada|SunnyBrook Research Institute, Toronto, Ontario, Canada|McGill University Health Centre (MUHC), Glen Site, Royal Victoria Hospital, Cedars Cancer Centre, Montreal, Quebec, Canada|CHU de Quebec - Hospital du Saint-Sacrement, Quebec, Canada",,"https://ClinicalTrials.gov/show/NCT02142868"
379,"NCT00279448","Exemestane As Treatment In Adjuvant For Post-Menopausal Patients With Non-Metastatic Breast Cancer","TEAM","Completed","No Results Available","Breast Neoplasms","Drug: exemestane|Drug: tamoxifen","To compare recurrence free survival between two treatment groups.|The quality of life of patients treated with exemestane to that of patients treated with tamoxifen|Overall survival between the 2 treatment groups|Incidence of a second breast cancer (contralateral) between the 2 treatment groups|General tolerance in the short- and long-term between the 2 treatment groups","Pfizer","Female","50 Years and older   (Adult, Older Adult)","Phase 3","9779","Industry","Interventional","Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: None (Open Label)|Primary Purpose: Treatment","EXEAPO-0028-118|A5991081","January 2002","November 2008","June 2009","January 19, 2006",,"December 23, 2011","Pfizer Investigational Site, Marseille, Be1 01971, France|Pfizer Investigational Site, Compiegne, Be1 02256, France|Pfizer Investigational Site, Rennes, Be1 03677, France|Pfizer Investigational Site, Brest, Be1 04292, France|Pfizer Investigational Site, Aix en Provence, France|Pfizer Investigational Site, Amiens, France|Pfizer Investigational Site, Annecy Cedex, France|Pfizer Investigational Site, Avignon Cedex 2, France|Pfizer Investigational Site, Bayonne, France|Pfizer Investigational Site, Blois, France|Pfizer Investigational Site, Bordeaux CEDEX, France|Pfizer Investigational Site, Bordeaux, France|Pfizer Investigational Site, Brest, France|Pfizer Investigational Site, Cagne sur Mer, France|Pfizer Investigational Site, Chalon sur Saone, France|Pfizer Investigational Site, Chaumont, France|Pfizer Investigational Site, Croix, France|Pfizer Investigational Site, Dijon, France|Pfizer Investigational Site, Douai, France|Pfizer Investigational Site, Draguignan, France|Pfizer Investigational Site, Dunkerque, France|Pfizer Investigational Site, Evreux, France|Pfizer Investigational Site, Hyres, France|Pfizer Investigational Site, L'Union, France|Pfizer Investigational Site, Le Havre, France|Pfizer Investigational Site, Lille, France|Pfizer Investigational Site, Lorient, France|Pfizer Investigational Site, Lyon, France|Pfizer Investigational Site, Mareuil les Meaux, France|Pfizer Investigational Site, Marseille, France|Pfizer Investigational Site, Marseille, France|Pfizer Investigational Site, Marseille, France|Pfizer Investigational Site, Metz, France|Pfizer Investigational Site, Montauban, France|Pfizer Investigational Site, Montbeliard, France|Pfizer Investigational Site, Montelimar, France|Pfizer Investigational Site, Montpellier, France|Pfizer Investigational Site, Mougins, France|Pfizer Investigational Site, Nancy, France|Pfizer Investigational Site, Nantes Cedex 2, France|Pfizer Investigational Site, Neuilly, France|Pfizer Investigational Site, NICE Cedex 1, France|Pfizer Investigational Site, Nimes, France|Pfizer Investigational Site, Paris, France|Pfizer Investigational Site, Pessac, France|Pfizer Investigational Site, Quincy sous Senart, France|Pfizer Investigational Site, Reims, France|Pfizer Investigational Site, Ris Orangis, France|Pfizer Investigational Site, Saint Brieuc, France|Pfizer Investigational Site, Saint Nazaire, France|Pfizer Investigational Site, St Cloud, France|Pfizer Investigational Site, St Herblain, France|Pfizer Investigational Site, Strasbourg, France|Pfizer Investigational Site, Toulon, France|Pfizer Investigational Site, Toulouse, France|Pfizer Investigational Site, Toulouse, France|Pfizer Investigational Site, Vandoeuvre les Nancy, France|Pfizer Investigational Site, Vannes, France|Pfizer Investigational Site, Vannes, France",,"https://ClinicalTrials.gov/show/NCT00279448"
380,"NCT05631795","Study to Assess the Safety of Alpelisib Plus Fulvestrant, in Men and Post-menopausal Women With HR-positive, HER2-negative, Advanced Breast Cancer (aBC) With PIK3CA Mutation, Whose Disease Progressed on or After Endocrine Treatment","ALPINIST","Recruiting","No Results Available","Advanced Breast Cancer","Drug: Alpelisib|Drug: Fulvestrant","Percentage of participants with at least one on-treatment adverse events (AEs)|Percentage of participants with Serious AEs (SAEs)|Percentage of participants with Adverse Drug Reactions (ADRs)","Novartis Pharmaceuticals|Novartis","All","18 Years and older   (Adult, Older Adult)","Phase 4","100","Industry","Interventional","Allocation: N/A|Intervention Model: Single Group Assignment|Masking: None (Open Label)|Primary Purpose: Treatment","CBYL719CIN01","August 10, 2022","November 15, 2024","November 15, 2024","November 30, 2022",,"November 30, 2022","Novartis Investigative Site, Thalassery, Kerala, India",,"https://ClinicalTrials.gov/show/NCT05631795"
381,"NCT02000375","A Phase II Study Evaluating the Role of Androgen Receptors as Targets for Therapy of Pre-treated Post-menopausal Patients With ER/PgR-negative/AR-positive or ER and/or PgRpositive/ AR-positive Metastatic Breast Cancer (ARTT)","ARTT","Terminated","No Results Available","Metastatic Breastcancer|Estrogen Receptor Positive Breast Cancer|Estrogen Receptor Negative Neoplasm|Progesterone Receptor Positive Tumor|Progesterone Receptor Negative Neoplasm|Androgen Receptor Gene Overexpression","Drug: DHEA","Clinical benefit rate (CB)|Time to tumor progression (TTP)|Duration of response (DOR)|Overall survival (OS)|Quality of life Quality of life Quality of life Quality of life|Correlation between AR expression and clinical and biological features|Evaluation of AR expression on primitive and/or metastatic site in the two distinct populations of patients ( ER/PgR- negative/ARpositive and ER-positive and/or PgR-positive/AR-positive)|Evaluation of ER, PgR, HER2 expression on tumor cells of metastatic sites (when it is possible) and comparison with the same features of the the primary site.|Circulating Tumor Cells (CTCs) analysis [Optionally, only for patients enrolled at IRCCS IRST of Meldola and who signed additional informed consent ]|Safety","Istituto Scientifico Romagnolo per lo Studio e la cura dei Tumori","All","18 Years and older   (Adult, Older Adult)","Phase 2","20","Other","Interventional","Allocation: N/A|Intervention Model: Single Group Assignment|Masking: None (Open Label)|Primary Purpose: Treatment","IRST174.08|2012-003510-13","March 2013","February 2016","February 2016","December 4, 2013",,"September 29, 2016","Irccs Irst, Meldola, FC, Italy|Oncologia medica , PO FAENZA, Ausl della Romagna, Faenza, RA, Italy|Oncologia Medica PO Lugo, AUSL della Romagna, Lugo, RA, Italy|Oncologia medica PO Ravenna AUSL della Romagna, Ravenna, RA, Italy|Oncologia Medica PO Cattolica AUSL della Romagna, Cattolica, Italy|Oncologia Medica,E.O. Ospedali Galliera, Genova, Italy|Oncologia Medica AOU Policlinico di Modena, Modena, Italy|Oncologia medica PO Rimini AUSL della Romagna, Rimini, Italy",,"https://ClinicalTrials.gov/show/NCT02000375"
382,"NCT01189500","Open-Label Drug Interaction Study Evaluating Desvenlafaxine Succinate Sustained Release (DVS SR) 100mg On The Pharmacokinetics Of Tamoxifen When Coadministered To Healthy Post-Menopausal Female Subjects",,"Completed","Has Results","Pharmacokinetics","Drug: Tamoxifen|Drug: Tamoxifen and Desvenlafaxine Succinate Sustained Release","Tamoxifen Area Under the Plasma Concentration-time Profile From Time 0 Extrapolated to Infinite Time (AUCinf) Following Tamoxifen Alone and When Coadministered With DVS SR|Endoxifen (Metabolite) Area Under the Plasma Concentration-time Profile From Time 0 Extrapolated to Infinite Time (AUCinf) Following Endoxifen Alone and When Coadministered With DVS SR|Tamoxifen Maximum Observed Concentration (Cmax) Following Tamoxifen Alone and When Coadministered With DVS SR|Tamoxifen Time for Cmax (Tmax) Following Tamoxifen Alone and When Coadministered With DVS SR|Tamoxifen Terminal Half-life (t 1/2) Following Tamoxifen Alone and When Coadministered With DVS SR|Tamoxifen Apparent Clearance (CL/F) Following Tamoxifen Alone and When Coadministered With DVS SR|Tamoxifen Apparent Volume of Distribution (Vz/F) Following Tamoxifen Alone and When Coadministered With DVS SR|Endoxifen (Metabolite) Maximum Observed Concentration (Cmax) Following Tamoxifen Alone and When Coadministered With DVS SR|Endoxifen (Metabolite) Time for Cmax (Tmax) Following Tamoxifen Alone and When Coadministered With DVS SR|Endoxifen (Metabolite) Terminal Half-life (t 1/2) Following Tamoxifen Alone and When Coadministered With DVS SR|Endoxifen (Metabolite) Apparent Clearance (CL/F) Following Tamoxifen Alone and When Coadministered With DVS SR|Endoxifen (Metabolite) Apparent Volume of Distribution (Vz/F) Following Tamoxifen Alone and When Coadministered With DVS SR|N-desmethyl-tamoxifen (Metabolite) Area Under the Plasma Concentration-time Profile From Time 0 Extrapolated to Infinite Time (AUCinf) Following Tamoxifen Alone and When Coadministered With DVS SR|N-desmethyl-tamoxifen (Metabolite) Maximum Observed Concentration (Cmax) Following Tamoxifen Alone and When Coadministered With DVS SR|N-desmethyl-tamoxifen (Metabolite) Time for Cmax (Tmax) Following Tamoxifen Alone and When Coadministered With DVS SR|N-desmethyl-tamoxifen (Metabolite) Terminal Half-life (t 1/2) Following Tamoxifen Alone and When Coadministered With DVS SR|N-desmethyl-tamoxifen (Metabolite) Apparent Clearance (CL/F) Following Tamoxifen Alone and When Coadministered With DVS SR|N-desmethyl-tamoxifen (Metabolite) Apparent Volume of Distribution (Vz/F) Following Tamoxifen Alone and When Coadministered With DVS SR|4-hydroxy-tamoxifen (Metabolite) Area Under the Plasma Concentration-time Profile From Time 0 Extrapolated to Infinite Time (AUCinf) Following Tamoxifen Alone and When Coadministered With DVS SR|4-hydroxy-tamoxifen (Metabolite) Maximum Observed Concentration (Cmax) Following Tamoxifen Alone and When Coadministered With DVS SR|4-hydroxy-tamoxifen (Metabolite) Time for Cmax (Tmax) Following Tamoxifen Alone and When Coadministered With DVS SR|4-hydroxy-tamoxifen (Metabolite) Terminal Half-life (t 1/2) Following Tamoxifen Alone and When Coadministered With DVS SR|4-hydroxy-tamoxifen (Metabolite) Apparent Clearance (CL/F) Following Tamoxifen Alone and When Coadministered With DVS SR|4-hydroxy-tamoxifen (Metabolite) Apparent Volume of Distribution (Vz/F) Following Tamoxifen Alone and When Coadministered With DVS SR|Plasma Tamoxifen Concentration Versus Time Summary: Tamoxifen Alone and When Coadministered With DVS SR|Plasma Endoxifen (Metabolite) Concentration Versus Time Summary: Tamoxifen Alone and When Coadministered With DVS SR|Plasma N-desmethyl-tamoxifen (Metabolite) Concentration Versus Time Summary: Tamoxifen Alone and When Coadministered With DVS SR|Plasma 4-hydroxy-tamoxifen (Metabolite) Concentration Versus Time Summary: Tamoxifen Alone and When Coadministered With DVS SR","Pfizer","Female","45 Years and older   (Adult, Older Adult)","Phase 4","30","Industry","Interventional","Allocation: Non-Randomized|Intervention Model: Single Group Assignment|Masking: None (Open Label)|Primary Purpose: Basic Science","B2061027|3151A1-1206","August 2010","October 2010","October 2010","August 26, 2010","October 17, 2011","November 6, 2011","Pfizer Investigational Site, Miami, Florida, United States|Pfizer Investigational Site, Miami, Florida, United States",,"https://ClinicalTrials.gov/show/NCT01189500"
383,"NCT00696072","Randomized Phase II Trial of Letrozole With or Without Dasatinib as First and Second-line Treatment for Hormone Receptor-positive, HER2-negative Post-menopausal Breast Cancer That is Unresectable, Locally Recurrent or Metastatic",,"Completed","Has Results","Metastatic Breast Cancer","Drug: Dasatinib|Drug: Letrozole","Number of Participants With Clinical Benefit (CBR) and Number of Participants With CBR Having a Disease Free Interval (DFI) Greater Than 2 Years - Evaluable Population|Number of Participants With Complete Response, Partial Response, Stable Disease, and Disease Progression|Median Progression Free Survival (PFS) - Intent to Treat (ITT) Population|Percentage of Participants Best Overall Response After Change From Letrozole to Letrozole Plus Dasatinib|Percentage of Participants With PFS At 6 Months and At 12 Months - ITT Population|Median Time to Treatment Failure (TTF) - ITT Population|Number of Participants With Adverse Events (AEs) Leading to Discontinuation, Serious Adverse Events (SAEs), and Deaths","Bristol-Myers Squibb|US Oncology Research","Female","18 Years and older   (Adult, Older Adult)","Phase 2","120","Industry","Interventional","Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: None (Open Label)|Primary Purpose: Treatment","CA180-185|USOR 06-185","August 2008","June 2014","June 2014","June 12, 2008","May 11, 2016","June 13, 2016","Northern Arizona Hematology & Oncology Associates, Sedona, Arizona, United States|Arizona Oncology Associates D.B.A. Hematology Oncology, Tucson, Arizona, United States|Rocky Mountain Cancer Centers, Denver, Colorado, United States|Florida Cancer Institute - New Hope, Hudson, Florida, United States|Central Indiana Cancer Centers, Carmel, Indiana, United States|New York Oncology Hematology, Pc, Troy, New York, United States|Dayton Oncology And Hematology, Kettering, Ohio, United States|Willamette Valley Cancer Center, Eugene, Oregon, United States|Northwest Cancer Specialists, Pc, Portland, Oregon, United States|Medical Oncology Associates, Kingston, Pennsylvania, United States|Texas Oncology-Central Austin Cancer Center, Austin, Texas, United States|Texas Oncology, Bedord, Texas, United States|Texas Cancer Center At Medical City, Dallas, Texas, United States|Texas Oncology, Dallas, Texas, United States|Texas Oncology Sammons Cancer Center, Dallas, Texas, United States|El Paso Cancer Treatment Ctr - East, El Paso, Texas, United States|Texas Oncology, Fort Worth, Texas, United States|Texas Oncology, Garland, Texas, United States|Texas Oncology, Houston, Texas, United States|Texas Oncology-Plano East, Plano, Texas, United States|Cancer Care Centers Of South Texas, San Antonio, Texas, United States|Texas Oncology Cancer Center - Sugar Land, Sugar Land, Texas, United States|Tyler Cancer Center, Tyler, Texas, United States|Texas Oncology Cancer Care And Research Center, Waco, Texas, United States|Virginia Oncology Associates, Norfolk, Virginia, United States|Oncology & Hematology Associates Of Southwest Virginia, Inc., Salem, Virginia, United States|Yakima Valley Memorial Hospital/North Star Lodge, Yakima, Washington, United States",,"https://ClinicalTrials.gov/show/NCT00696072"
384,"NCT03075956","Safety, Tolerability and Pharmacokinetics of Estetrol (E4) After Single and Multiple Oral Doses in Healthy Female Volunteers",,"Completed","No Results Available","Contraception|Menopause","Drug: 5 mg E4 single-dose|Drug: 15 mg E4 single-dose|Drug: 45 mg E4 single-dose|Drug: 15 mg E4 multiple-dose","Maximum concentration (Cmax) of estetrol in plasma after single dose regimen|Area under the plasma concentration versus time curve from time 0 to 72 hours (AUC0-72h) of estetrol after single dose regimen|Cmax at steady state (Cmaxss) of estetrol after multiple dose regimen|AUC during a dosage interval (τ) of estetrol after multiple dose regimen|Number of subjects with adverse events as a measure of safety and tolerability|AUC0-24h of estetrol after single dose regimen|AUC from time 0 to infinity (AUC0-inf) of estetrol after single dose regimen|Time of the maximum measured plasma concentration (Tmax) of estetrol after single dose regimen|Apparent first-order terminal elimination half-life (T1/2) of estetrol after single dose regimen|Minimum measured plasma concentration of estetrol at steady state (Cminss) after multiple dose regimen|Tmax of estetrol at steady state (Tmaxss) after multiple dose regimen","Estetra","Female","18 Years to 55 Years   (Adult)","Phase 1","31","Industry","Interventional","Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: None (Open Label)|Primary Purpose: Other","MIT-Es0001-C102|2016-001808-32","January 31, 2017","August 2, 2017","August 2, 2017","March 9, 2017",,"September 8, 2017","COMAC, Sofia, Bulgaria",,"https://ClinicalTrials.gov/show/NCT03075956"
385,"NCT00990886","The Effect of Extended-Release Oxybutynin Chloride on Vasomotor Symptoms in Healthy Post-Menopausal Women",,"Completed","No Results Available","Menopause|Hot Flashes","Drug: Placebo|Drug: Oxybutynin chloride","The co-primary endpoints in this study are the change in daily frequency of moderate to severe hot flashes from baseline to Week 12 and the change in severity of moderate to severe hot flashes from baseline to Week 12.|Change in daily frequency of moderate to severe hot flashes from baseline to Week 4 and 12|Change in severity of moderate to severe hot flashes from baseline to Week 4 and 12|Change of daily composite score of moderate to severe hot flashes from baseline to Week 4 and Week 12|Change in daily frequency of any hot flashes from baseline to Week 4 and Week 12|Subject Global Assessment (SGA) score","Ortho-McNeil Janssen Scientific Affairs, LLC","All","40 Years to 65 Years   (Adult, Older Adult)","Phase 2","148","Industry","Interventional","Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Quadruple (Participant, Care Provider, Investigator, Outcomes Assessor)|Primary Purpose: Treatment","CR002878|CAPSS 300","April 2004","January 2005","January 2005","October 7, 2009",,"December 12, 2012",,,"https://ClinicalTrials.gov/show/NCT00990886"
386,"NCT00880009","Study Evaluating Bosutinib-Letrozole Combination Versus Letrozole Alone In Post Menopausal Women With Breast Cancer",,"Terminated","Has Results","Breast Cancer","Drug: Bosutinib|Drug: Letrozole","Progression-Free Survival (PFS) Based on Independent Radiologist|Percentage of Participants With Treatment-Emergent Adverse Events (AEs) and Serious Adverse Events (SAEs)|Progression-Free Survival (PFS) Based on Investigator|Percentage of Participants With Objective Response|Overall Survival (OS)|Duration of Response (DR)|Functional Assessment of Cancer Therapy-Breast Cancer (FACT-B)|Maximum Observed Plasma Concentration (Cmax)|Time to Reach Maximum Observed Plasma Concentration (Tmax)|Area Under the Curve From Time Zero to Last Quantifiable Concentration [AUC (0-24)]","Pfizer","Female","18 Years and older   (Adult, Older Adult)","Phase 2","16","Industry","Interventional","Allocation: Randomized|Masking: None (Open Label)|Primary Purpose: Treatment","3160A6-2207|B1871010|2008-006252-21","July 30, 2009","May 31, 2010","May 31, 2010","April 13, 2009","November 4, 2012","September 27, 2021","American Institute of Research, Whittier, California, United States|Joliet Oncology Hematology Associates, Joliet, Illinois, United States|Oncology Specialists SC, Niles, Illinois, United States|Massachusetts General Hospital, Boston, Massachusetts, United States|Henry Ford Health System, Detroit, Michigan, United States|AZ Sint-Augustinus, Wilrijk, Belgium|Cancer Hospital, Academy of Med Science and Peking Union Med, Beijing, Beijing, China|UNIMED Medical Institute, Hong Kong, Hong Kong|Orszagos Onkologiai Intezet ""B"" Belgyogyaszati osztaly, Budapest, Hungary|Centrum Medyczne Ostrobramska Niepubliczny Zaklad Opieki Zdr, Warszawa, Poland|Johns Hopkins Singapore International Medical Centre, Singapore, Singapore",,"https://ClinicalTrials.gov/show/NCT00880009"
387,"NCT02907983","Stellate Ganglion Blockade in Post-Menopausal Women","R01","Active, not recruiting","No Results Available","Hot Flashes|Hot Flushes|Vasomotor Symptoms","Drug: Stellate Ganglion Block Injection with Bupivicaine|Drug: Saline injection","Changes from baseline and intensity of subjective hot flashes (HF)|Changes from baseline of frequency of objective hot flashes|Composite changes from baseline of scores of neurocognitive measures|Composite changes from baseline of scores of measures of mood|Composite changes from baseline of scores of measures of quality of life|Changes from baseline of scores of measures of sleep|Changes from baseline of actigraph measures of sleep|Changes from baseline of Skin Sympathetic Nerve Activity (SKNA)|Changes from baseline of Functional MRI","David Walega|University of Illinois at Chicago|Indiana University|Northwestern University","Female","40 Years to 70 Years   (Adult, Older Adult)","Phase 2","160","Other","Interventional","Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Single (Care Provider)|Primary Purpose: Supportive Care","STU00203490","July 10, 2018","August 31, 2023","August 31, 2023","September 20, 2016",,"November 2, 2022","Mia Zubeck, Chicago, Illinois, United States|Northwestern University Feinberg School of Medicine, Chicago, Illinois, United States",,"https://ClinicalTrials.gov/show/NCT02907983"
388,"NCT03162068","Cushing's Osteoporosis Specificities","SOCS","Recruiting","No Results Available","Osteoporosis in Cushing's Syndrome|Osteoporosis in Post-menopausal Women","Other: Osteodensitometry and pQCT","Comparison of volumetric bone mineral density|Assessment of strength bone of radius and tibia of the non-dominant limb|Assessment of trabecular and cortical compartment|Comparison of muscle area and surface, adipose tissue","University Hospital, Clermont-Ferrand|Unité de recherche GReD CNRS UMR6293 / Inserm","All","18 Years and older   (Adult, Older Adult)",,"60","Other","Observational","Observational Model: Case-Control|Time Perspective: Prospective","CHU-334|2016-A01482-49","April 4, 2017","May 2019","May 2024","May 22, 2017",,"May 22, 2017","CHU Clermont-Ferrand, Clermont-Ferrand, Auvergne, France",,"https://ClinicalTrials.gov/show/NCT03162068"
389,"NCT05312567","FP-101 Versus Placebo in the Treatment of Menopausal Vasomotor Symptoms",,"Recruiting","No Results Available","Vasomotor Symptoms|Menopause","Drug: FP-101","Change in the frequency (average daily number) of moderate-to-severe hot flashes.|Change in the severity (average daily rating) of moderate-to-severe hot flashes.|Change in nighttime awakenings (average daily number) with or without night sweats.|Evaluate the clinical meaningfulness of VMS changes after 1-week of treatment.","Fervent Pharmaceuticals|ICON plc","Female","46 Years and older   (Adult, Older Adult)","Phase 2","100","Industry","Interventional","Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: Double (Participant, Investigator)|Primary Purpose: Treatment","2021-FERV","March 24, 2021","September 30, 2022","December 31, 2022","April 5, 2022",,"April 29, 2022","Torrance Clinical Research Institute, Lomita, California, United States|Cary Medical Group, Cary, North Carolina, United States|Raleigh Medical Group, Raleigh, North Carolina, United States|Clinical Research of Philadelphia, Philadelphia, Pennsylvania, United States|Coastal Carolina Research Center, North Charleston, South Carolina, United States",,"https://ClinicalTrials.gov/show/NCT05312567"
390,"NCT00995631","Following Lipectomy to Understand Adipose Tissue Re-accumulation","FLARE","Completed","No Results Available","Menopause|Pre-menopause","Procedure: Femoral lipectomy","Postprandial triglyceride excursions (incremental areas)|Abdominal and femoral fat mass accumulation|Triglyceride storage (14C-oleic acid incorporation into abdominal and femoral adipose tissue)|Lipoprotein lipase activity (abdominal and femoral adipose tissue)","University of Colorado, Denver","Female","35 Years to 60 Years   (Adult)","Not Applicable","53","Other","Interventional","Allocation: Randomized|Intervention Model: Parallel Assignment|Masking: None (Open Label)|Primary Purpose: Basic Science","07-0339|NIH DK077992","January 2008","August 2013","December 2014","October 15, 2009",,"January 11, 2017","University of Colorado Anschutz Medical Campus, Aurora, Colorado, United States",,"https://ClinicalTrials.gov/show/NCT00995631"
391,"NCT04910906","Non-Interventional Multicentre Post-market Study of Ectoin® Vaginal Gel for Symptomatic Treatment of Vaginal Atrophy","EIC01-PMCF","Completed","No Results Available","Vaginal Atrophy","Device: Ectoin® Vaginal Gel","Change in Vaginal Health Index (VHI) Score|Change in vaginal pH|Change in severity of VA symptoms (vaginal irritation, itching, vaginal dryness, and dyspareunia)|Change in total score in Quality of Life evaluation parameters|Change in score of overall vaginal atrophy condition|Change in score of symptoms based rating on need for treatment|Overall tolerability assessments|Number of AEs and assessment of intensity, causality and seriousness of Adverse Events","Bitop AG","Female","50 Years and older   (Adult, Older Adult)",,"155","Industry","Observational","Observational Model: Case-Only|Time Perspective: Prospective","btph-045-2020-EIC01","May 3, 2021","February 9, 2022","February 9, 2022","June 2, 2021",,"April 7, 2022","bitop AG, Dortmund, Nordrhein-Westfalen, Germany",,"https://ClinicalTrials.gov/show/NCT04910906"
392,"NCT05453227","Zinc Containing Vaginal Topical "" Suppository """,,"Recruiting","No Results Available","Genitourinary Syndrome of Menopause","Drug: Zinc","The using of novel zinc-containing vaginal suppositories","Egymedicalpedia","Female","55 Years to 65 Years   (Adult, Older Adult)","Phase 1","50","Industry","Interventional","Allocation: N/A|Intervention Model: Single Group Assignment|Masking: None (Open Label)|Primary Purpose: Treatment","Bahaa Mohamed","December 1, 2021","December 1, 2022","December 30, 2022","July 12, 2022",,"July 12, 2022","Al-Azhar University Hospitals and Ashmoun central hospital, Cairo, Elmenofia, Egypt",,"https://ClinicalTrials.gov/show/NCT05453227"
